Tweet	Label
i m on a roll took my profits from bitcoin played some poker and won more bitcoin	2
awecoin we ll be giving away 100 000 awe to 1 lucky winner in 24 hours to enter 1 retweet 2 like 3 follow awecoin ends 22 00	2
ethplode is a new deflationary decentralized store of value based on ethereum giving away 50 000 000 ethplo to	1
coin3t if ethereum eth down to 220 on tonight i will send 0 05 eth to who like and rt btc btc eth etc eth neo ltc x	1
juicyfruityyy bonus giveaway 100 in ethereum to enter rt follow stake thats it ends in 72 hours goodluck	2
week in ethereum june 8 2019	1
mishalederman tron set to be king of dapps as volumes significantly exceed eos amp ethereum trx network is secure amp stable free tra	1
ethereum classic all set to test code for its latest blockchain	1
new post ripple s xrp vs ethereum s ether which cryptocurrency will win investopedia	1
iowntoken the countdown has officially begun iown token sale will end in 4 days if you haven t bought your iown token yet bu	1
nemesisgiveaway we are giving away 5000 xvg steps 1 retweet 2 like 3 follow aiocasino to participate you have to complete a	2
loteomission join our draw activate your ticket and get yourself a bonus of 100 loteu 100 loteu tokens can double your chances in th	2
justinsuntron tron posts personal bests in surpassing transaction volumes of ethereum and eos tron has performed exceptionally w	1
did you know you can share you diversification score and relative crypto holdings without revealing any actual amo	2
gymbaseio one more gym lgr band reserved the world s first health band with integrated hardware wallet reserve yours today gymlgr	1
tratokt tratok is now available on uniswapexchange an ethereum foundation grant funded dex uniswap s growth and technology are very	1
thecollectivego bringing you a secure decentralized and centralized hybrid experience in trading bitcoincas	2
ngocngo14461064 your 500 grm is paid welcome to our family payment proof greenmoney	2
crypto bitlord merry christmas 1 eth giveaway winner drawn just before santa gets on his sleigh retweet to win 1 ethereum co	2
hitfinex hitfinex token sale ieo will take place on 15th june 2019 at 00 00 est and will be conducted in our beta exchange you can	1
murthaburke from june 1st to july 1st traders can win 1 bitcoin by being the largest volume trader crypto cryptocurrency ico bloc	1
nemesisgiveaway we are giving away 5000 xvg steps 1 retweet 2 like 3 follow aiocasino to participate you have to complete a	2
awecoin we ll be giving away 100 000 awe to 1 lucky winner in 24 hours to enter 1 retweet 2 like 3 follow awecoin ends 22 00	2
1 2 top 5 cryptocurrency name volume price 1 bitcoin 16 274 912 465 7600 90 2	2
awecoin we ll be giving away 100 000 awe to 1 lucky winner in 24 hours to enter 1 retweet 2 like 3 follow awecoin ends 22 00	2
buy sell ethereum changes with up to 100x leverage at primexbt sign up now and trade your 79 into 15000	1
aloaha blockchain now with decentralized immutable and double encrypted storage	1
crypto bitlord merry christmas 1 eth giveaway winner drawn just before santa gets on his sleigh retweet to win 1 ethereum co	2
the squaring of time and price starting monday i will be teaching you how to use fibonacci to increase your	1
coin3t if ethereum eth down to 220 on tonight i will send 0 05 eth to who like and rt btc btc eth etc eth neo ltc x	1
nemesisgiveaway we are giving away 5000 xvg steps 1 retweet 2 like 3 follow aiocasino to participate you have to complete a	2
authpaper don t forget to ask your friends to buy aupc and earn extra ether as the marketing referral reward	2
imrane iamtexture lexlewis1981 dydxprotocol sure i agree ethereum is and will probably be the winning protoco	1
update on bitcoin games that pay and how crypto works cryptocurrency borderlands3 bitcointrading ethereum	0
top 5 cryptocurrencies alert time 2019 06 10 01 40 01 bitcoin 7 593 227 ethereum 229 464 xrp 0 381	2
nemesisgiveaway we are giving away 1500 tron steps 1 retweet 2 like 3 follow nemesisgiveaway to participate you have to com	2
authpaper don t forget to ask your friends to buy aupc and earn extra ether as the marketing referral reward	2
camirusso i liked hearing about your experiences in latin america with crypto excited to read your book coming out ethereum eth	2
hitfinex hitfinex token sale ieo will take place on 15th june 2019 at 00 00 est and will be conducted in our beta exchange you can	1
ethereumnetw sec lists ethereum as consumable currency	1
richardtitus anyone notice the sec also has now said that eth isn t a security	1
ethereum eth drops 1 66 in one hour xrp xrp drops 1 46 in one hour litecoin ltc drops 1 64 in one hour	1
thinkingcrypto1 interview with mit bitcoin club president william lopez cordero mit vault crypto diplomas on bitcoin blockchain amp	1
juicyfruityyy bonus giveaway 100 in ethereum to enter rt follow stake thats it ends in 72 hours goodluck	2
interested in cryptocurrency like bitcoin and ethereum and trying to learn how to make passive income check out m	2
ethplode is a new deflationary decentralized store of value based on ethereum giving away 50 000 000 ethplo to	1
secured communication v o b p technology with impulse k1 pixel army privacy is the new order	2
nemesisgiveaway we are giving away 5000 xvg steps 1 retweet 2 like 3 follow aiocasino to participate you have to complete a	2
airdrop signal coinfield airdrop the best bitcoin amp cryptocurrency exchange the easiest way to buy sell xrp ethereum litecoin	2
holochainnews we expect a killer happ on top of holochain here s a taste of what s to come below get ready for juntofoundation s	0
authpaper don t forget to ask your friends to buy aupc and earn extra ether as the marketing referral reward	2
upeterkris you sound like someone who has invested a lot of time and capital into ethereum	2
holochainnews we expect a killer happ on top of holochain here s a taste of what s to come below get ready for juntofoundation s	0
bitcoinschannel ethereum vs tron price analysis eth tussles with the bears as trx rides the bull	1
cindx official community ethereum cindx cindxtoken crypto	1
bitguildplat good to see that our telegram is growing do you join us as well tron trx eth ethereum plat tronix justinsun gam	2
analysts agree that ethereum may soon visit 200 as selling pressure ramps up	2
hitfinex hitfinex token sale ieo will take place on 15th june 2019 at 00 00 est and will be conducted in our beta exchange you can	1
trezor hardware bitcoin ethereum wallet 120mhz 128 x 64 grey new factory sealed	1
trezor hardware bitcoin ethereum wallet 120mhz 128 x 64 black new factory sealed	1
bycocoricos giveaway earn 100 in ethereum 10k eggs to participate rt follow bycocoricos and crypto4all tag 2	1
santisiri bitcoin ethereum and all the etc teras found in crypto should stop the ideological infighting and unite on a movement that	1
nemesisgiveaway we are giving away 5000 xvg steps 1 retweet 2 like 3 follow aiocasino to participate you have to complete a	2
loteomission join our draw activate your ticket and get yourself a bonus of 100 loteu 100 loteu tokens can double your chances in th	2
brave browser pays you to view ads ethereum eth crypto buidl bitcoin btc ltc bch zec eos bnb ada bat	2
holochainnews we expect a killer happ on top of holochain here s a taste of what s to come below get ready for juntofoundation s	0
long short ethereum volatility with up to 100x leverage at primexbt register right away and trade your 150 in	1
analysts concur ethereum may soon visit 200 as selling pressure ramps up	1
murthaburke all crypto pro traders should be using bitmex for 100x leverage happy profits crypto cryptocurrency ethereum ltc eo	1
analysts agree that ethereum may soon visit 200 as selling pressure ramps up	2
cybersecurity hacker cryptocurrency the ultimate beginner trough advanced guide on everything you need to know a	1
santisiri bitcoin ethereum and all the etc teras found in crypto should stop the ideological infighting and unite on a movement that	1
greensockmonkey summarized chainlink presentation of sergeynazarov and alex coventry at scaling ethereum 2019 discussing high qualit	1
linknewsoracle chainlink also has significant advantages over its competitors as it has several high profile projects lining up to	1
loteomission join our draw activate your ticket and get yourself a bonus of 100 loteu 100 loteu tokens can double your chances in th	2
guys exchange s african community has been created join and follow telegram	1
hello humans as of sun jun 9 17 30 14 cdt 2019 current cryptocoin prices bitcoin is 7612 6836 dash is 141	1
top 5 cryptocurrencies alert time 2019 06 10 01 30 04 bitcoin 7 602 265 ethereum 230 139 xrp 0 382	2
mishalederman tron set to be king of dapps as volumes significantly exceed eos amp ethereum trx network is secure amp stable free tra	1
1 hour top 8 usd price btc 7581 50 1 67 eth 229 28 1 28 xrp 0 381642 0 78 ltc 113	2
hitfinex hitfinex airdrop is still running 25 worth of hfx join on telegram 1 follow 2 retweet 3 tag	1
